mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_36827,C1CC1C#CCN2CC2,4.0752,0.72406,0.67212,1.8519,89.85,-0.23,0.0408,0.2709,1731.833,0.170645,-365.935309,-365.925988,-365.925044,-365.971245,33.851
gdb_110236,CCC1N2C(=O)CC12C,2.14689,1.55336,1.07929,4.0528,79.6,-0.24,-0.0058,0.2342,1205.0909,0.16931,-403.145403,-403.136107,-403.135163,-403.1796,34.637
gdb_14728,CCCCC#CCO,7.15137,0.54834,0.53206,1.2291,81.85,-0.2402,0.0381,0.2782,2114.5684,0.174667,-348.976625,-348.966159,-348.965214,-349.014362,35.315
gdb_66562,CC12C3C1N1CC2(C)C31,2.30223,2.20108,1.57859,1.8993,81.28,-0.2094,0.0763,0.2858,952.6359,0.171283,-365.928637,-365.920977,-365.920033,-365.960101,31.282
gdb_20629,CC1=CC(=N)C=NO1,3.97082,1.8675,1.28023,1.4123,70.56,-0.2358,-0.053,0.1828,904.6654,0.107654,-378.706637,-378.699681,-378.698737,-378.737843,25.846
gdb_107266,CCC12NC1C1CC2O1,3.23723,1.38899,1.25901,1.5359,77.55,-0.2288,0.0732,0.302,1094.4647,0.172395,-403.085142,-403.077447,-403.076503,-403.117309,30.977
gdb_88829,CC1COC1C1CN1C,2.96533,1.1384,0.9058,2.4464,83.3,-0.2246,0.0721,0.2966,1363.2002,0.193381,-404.294422,-404.284801,-404.283857,-404.329811,35.212
gdb_13311,C#CCC1CCCO1,5.35793,1.19186,1.0384,2.1939,73.78,-0.2409,0.0571,0.298,1141.7706,0.15355,-347.779207,-347.770983,-347.770039,-347.812993,29.924
gdb_77208,OC1C(CC1C#N)C#C,3.69769,1.03006,0.91351,3.0242,76.03,-0.2748,0.0091,0.2839,1256.7924,0.123028,-400.713957,-400.705143,-400.704199,-400.747723,32.467
gdb_69280,OC12CC1C(=O)COC2,2.62417,1.55518,1.15982,3.5539,68.93,-0.2319,-0.0202,0.2117,1058.8158,0.135378,-458.956365,-458.948153,-458.947209,-458.989391,30.936
gdb_37870,C1N2C3CC4C=CC13C24,3.2222,2.18998,1.75459,1.7147,79.08,-0.2198,0.0055,0.2252,828.8461,0.151778,-364.725839,-364.720157,-364.719213,-364.755358,25.631
gdb_110410,CC12CN3C1C2C3CO,4.66088,1.09201,1.00136,3.2894,79.01,-0.2332,0.0734,0.3067,1239.801,0.171615,-403.071838,-403.063672,-403.062728,-403.104308,32.191
gdb_34528,N#CC1=CC2CC1C=C2,3.84729,1.31225,1.23727,4.5928,79.96,-0.2438,-0.0518,0.192,1031.3784,0.127495,-363.623057,-363.616469,-363.615525,-363.654009,26.858
gdb_113181,COC1CC1(O)C(N)=O,2.69348,1.13791,1.06769,3.0357,69.69,-0.2398,0.0332,0.2731,1225.6207,0.145195,-476.229008,-476.219162,-476.218217,-476.263866,35.85
gdb_64630,CC1(C=CCC1=O)C#N,2.22123,1.57473,1.36869,4.9032,74.54,-0.2644,-0.0456,0.2189,1031.1842,0.123445,-400.793062,-400.784602,-400.783658,-400.826453,31.046
gdb_33142,COCc1cocc1N,3.18385,1.02771,0.78571,2.4929,75.26,-0.1954,0.0341,0.2295,1430.2374,0.147483,-439.088494,-439.079268,-439.078324,-439.123282,33.051
gdb_52270,N=C1OCC1COC=O,3.46513,1.00692,0.81817,5.3661,67.22,-0.2746,0.0094,0.284,1330.4584,0.123614,-475.033309,-475.024696,-475.023752,-475.068003,29.862
gdb_70399,CC12OC1CC2(O)C#N,2.47038,1.53538,1.35197,1.8648,69.05,-0.2691,0.0038,0.2729,1013.4801,0.121795,-437.857262,-437.848556,-437.847612,-437.890279,32.331
gdb_910,c1c[nH]cnc1=O,5.86771,2.83938,1.91346,7.3926,54.43,-0.2323,-0.0284,0.2039,604.9605,0.081579,-339.489014,-339.483703,-339.482759,-339.518156,19.72
gdb_25424,c1c(nc([nH]1)C#N)C=O,4.60721,1.00089,0.82226,6.9483,73.31,-0.2636,-0.0636,0.1999,1259.43,0.079018,-431.723627,-431.716314,-431.71537,-431.755943,25.981
gdb_103819,NC(=O)C1CC1(O)CO,2.88677,1.11248,0.94889,3.3419,69.81,-0.2364,0.0169,0.2534,1266.9939,0.146044,-476.241586,-476.231945,-476.231001,-476.276079,35.672
gdb_43816,O=C1OC2(CC2)C1C#C,2.0863,1.7526,1.06769,3.8582,71.77,-0.2665,-0.0004,0.2661,1101.5514,0.110594,-420.59588,-420.587792,-420.586848,-420.628746,30.362
gdb_7943,NC1CC(=O)NC1=O,3.60397,1.80017,1.25434,0.8928,58.76,-0.2502,-0.0238,0.2264,903.9553,0.109153,-415.935292,-415.928084,-415.92714,-415.967164,26.409
gdb_15110,C#CCCCC1CO1,8.04241,0.71825,0.68744,2.0416,74.69,-0.2599,0.0547,0.3146,1597.518,0.15169,-347.749958,-347.741039,-347.740095,-347.784394,31.649
gdb_7563,CC(=O)C1(CCC1)O,3.05213,1.89382,1.48534,2.7097,67.88,-0.24,-0.0115,0.2285,919.305,0.151581,-384.951003,-384.942379,-384.941435,-384.984335,31.893
gdb_95163,CC1CC2(O)CC2CO1,2.70682,1.39801,1.07999,1.0706,78.48,-0.2405,0.0828,0.3233,1186.7227,0.182878,-424.222392,-424.213761,-424.212817,-424.255209,34.328
gdb_11459,CC1CC(CO)CO1,4.47913,1.21262,1.1045,1.7816,71.14,-0.246,0.0769,0.323,1143.6728,0.177412,-386.147639,-386.139014,-386.13807,-386.181377,31.702
gdb_115133,COC1CNC(=O)C1=O,3.1463,1.28354,0.94349,4.9291,66.76,-0.2294,-0.0702,0.1592,1193.5328,0.124052,-475.054726,-475.046098,-475.045154,-475.088601,30.663
gdb_51796,O=CCC1COC2CC12,3.80205,0.98471,0.88292,3.0187,75.03,-0.2359,-0.0257,0.2103,1324.4475,0.159181,-423.018387,-423.010051,-423.009107,-423.052397,30.996
gdb_124501,CC(C)c1c([nH]nn1)O,2.57394,1.28162,1.05134,4.0673,74.19,-0.2269,0.012,0.2389,1210.0801,0.147392,-435.271489,-435.262346,-435.261402,-435.305797,33.466
gdb_92566,OC1CC2OCC3C1C23,2.49767,1.82498,1.75123,1.8364,73.0,-0.2361,0.0688,0.3049,914.635,0.162287,-423.021176,-423.014053,-423.013109,-423.052719,28.994
gdb_63703,CC1(O)CC2(O)CCC12,2.49642,1.56161,1.19599,2.0921,78.07,-0.2381,0.0672,0.3053,1117.7725,0.181006,-424.203613,-424.194625,-424.19368,-424.236558,36.116
gdb_117906,CCOC(C)C(=O)C#C,2.11695,1.18958,0.79308,3.0138,79.45,-0.2567,-0.0592,0.1976,1450.3153,0.15422,-422.998729,-422.987836,-422.986892,-423.037157,37.394
gdb_72248,CC12CC3COC1C23O,2.41518,1.72594,1.48216,0.8538,74.75,-0.2172,0.0698,0.287,999.5866,0.159396,-422.994257,-422.986217,-422.985272,-423.026247,31.816
gdb_133428,FC1=NNC(=N)C(F)=N1,3.1703,1.44521,0.99269,0.7434,58.09,-0.2377,-0.0859,0.1518,1025.2148,0.066134,-534.118513,-534.111755,-534.110811,-534.150089,25.182
gdb_71595,CC12CC3C1OCC23C,2.04862,1.95562,1.67408,1.5867,81.81,-0.2309,0.0824,0.3134,994.4514,0.182983,-387.061206,-387.053087,-387.052143,-387.093168,32.7
gdb_98988,CNC(=N)NC(=O)OC,4.09546,0.86627,0.72149,3.0912,73.42,-0.2161,0.0187,0.2348,1555.4149,0.146669,-472.457575,-472.446987,-472.446043,-472.495064,35.562
gdb_39265,C1C2COC3CCC12C3,2.36233,2.14808,1.51624,1.3746,80.9,-0.2347,0.0833,0.3181,959.0334,0.186692,-387.078605,-387.071732,-387.070788,-387.109316,29.776
gdb_18777,OC12C3C1C1C3CC21,3.96769,2.40814,2.10608,1.2415,66.77,-0.2341,0.076,0.3101,705.2581,0.131794,-346.521441,-346.515636,-346.514692,-346.550827,24.767
gdb_50286,O=CC1OC2CC12C=O,2.57854,1.34061,1.03025,2.0167,67.48,-0.2642,-0.0535,0.2107,1132.0258,0.109687,-457.727483,-457.719203,-457.718259,-457.761297,29.297
gdb_38874,C1C2CC3OCC2OC13,2.74743,2.13996,1.92271,2.1734,72.27,-0.2312,0.0846,0.3158,837.1867,0.164671,-423.024307,-423.018546,-423.017602,-423.054011,25.891
gdb_47012,N=C1OCC2CCC2=C1,3.74211,1.33901,1.03389,3.9855,83.14,-0.2398,-0.0264,0.2135,1141.4829,0.150228,-401.955443,-401.948124,-401.94718,-401.987178,29.049
gdb_76949,CC1C(C=O)C11COC1,2.36451,1.20435,0.98442,2.8908,77.54,-0.2471,-0.0259,0.2212,1267.7231,0.157561,-422.996923,-422.987808,-422.986864,-423.031268,32.857
gdb_13573,CC1CN1C(=O)C#C,3.85202,1.54376,1.25017,3.4754,70.06,-0.256,-0.039,0.217,975.8224,0.116767,-362.624385,-362.616126,-362.615181,-362.65722,29.521
gdb_77572,CC1C2(O)CC2C1(C)O,2.24306,1.44441,1.28414,2.3965,78.18,-0.2419,0.0699,0.3118,1136.613,0.179459,-424.197053,-424.18724,-424.186296,-424.230613,38.147
gdb_37337,C1C2C3CC(C4OC34)N12,3.26769,1.86005,1.79138,1.3865,72.28,-0.2318,0.0805,0.3123,845.8751,0.151717,-401.891137,-401.885296,-401.884351,-401.920895,25.988
gdb_6011,CC(=O)C(C)(C)C=O,2.41762,1.85253,1.51698,1.3789,68.7,-0.2495,-0.0551,0.1944,951.5906,0.149226,-384.977332,-384.967579,-384.966635,-385.012015,34.165
gdb_75931,OC1C(=O)COC11CC1,2.65909,1.62871,1.1687,0.9837,68.55,-0.254,-0.0391,0.2149,1047.6535,0.134731,-458.959887,-458.951779,-458.950835,-458.992489,31.121
gdb_119987,CCOC1C(O)C1CC,2.87312,0.87966,0.83314,1.8793,83.21,-0.2256,0.0666,0.2923,1576.0404,0.203591,-425.402237,-425.391526,-425.390582,-425.438611,38.789
gdb_23174,ON=C1C=CCC11CO1,2.46018,1.62581,1.05456,2.0584,76.68,-0.2269,-0.038,0.189,1103.6029,0.12391,-437.834885,-437.827034,-437.82609,-437.867451,29.919
gdb_86563,CC1C(C[NH+]1C)C([O-])=O,2.31888,1.37313,1.07101,11.7327,76.15,-0.1751,0.0067,0.1817,1204.98,0.171469,-440.258389,-440.249205,-440.248261,-440.292999,33.959
gdb_80371,CC1C2OC(C)(C#C)C12,2.31497,1.73097,1.19997,1.6405,81.25,-0.2361,0.025,0.2611,1094.3262,0.156433,-385.815831,-385.806792,-385.805848,-385.848924,34.95
gdb_85347,CC1OC(=N)C=C1C#C,3.1156,1.25765,0.9392,3.3997,86.05,-0.2427,-0.06,0.1827,1211.0394,0.123585,-400.752008,-400.743638,-400.742694,-400.784958,31.5
gdb_38317,C1C2CC1C1OCOC21,3.49269,1.6801,1.47594,1.2932,73.68,-0.2578,0.0934,0.3512,939.6739,0.163386,-423.017253,-423.010864,-423.00992,-423.047859,26.743
gdb_125398,CC1=CON=C(N)C1=N,2.43471,1.77856,1.03718,1.1294,77.33,-0.2221,-0.0421,0.1801,1102.1413,0.125417,-434.05493,-434.046856,-434.045912,-434.087323,31.033
gdb_133812,C1C2C3C4=CCC13C24,3.87796,2.89343,2.16287,1.4299,74.02,-0.2031,-0.0535,0.1496,674.6492,0.131068,-309.315799,-309.310015,-309.309071,-309.344989,24.754
gdb_54396,CC(=O)C12CC(O1)C=C2,3.34072,1.43609,1.2364,2.1167,72.39,-0.2424,-0.0248,0.2176,1041.3897,0.134474,-421.794512,-421.786529,-421.785585,-421.827673,30.324
gdb_47275,C1C(=O)C(=O)C(=O)CN1,2.25922,1.80385,1.05757,4.338,64.99,-0.2458,-0.1201,0.1257,1053.6594,0.100416,-473.838698,-473.830701,-473.829757,-473.87242,28.569
gdb_119260,CCCC1(CC1)CCC,1.74765,1.0137,0.72269,0.1388,96.52,-0.2599,0.08,0.3399,1759.1902,0.250719,-353.560844,-353.549527,-353.548583,-353.598066,41.786
gdb_65246,OC1(CC1)C1NCC1=O,2.84003,1.30097,1.1151,3.692,73.12,-0.2361,-0.0289,0.2072,1148.4276,0.14658,-439.057545,-439.049019,-439.048075,-439.091042,32.451
gdb_118341,CCCC(C=O)C(C)C,2.03113,0.98484,0.70275,2.6665,90.29,-0.2432,-0.0171,0.2261,1715.5213,0.225408,-389.516747,-389.504939,-389.503995,-389.554996,41.67
gdb_92302,CC1CC2COC(=O)N12,2.37833,1.95883,1.23922,4.9423,71.2,-0.2497,0.0376,0.2873,1019.9303,0.149382,-439.118723,-439.110896,-439.109952,-439.151646,29.357
gdb_65785,OC1(CC=O)CCOC1,3.34206,1.13099,1.06904,3.0288,71.08,-0.246,-0.0401,0.2058,1191.9787,0.158221,-460.175981,-460.167102,-460.166158,-460.210474,32.71
gdb_84722,CC1C=CC=CC(C)=C1,2.32853,1.52801,1.1542,0.2357,94.13,-0.2086,-0.0301,0.1785,1182.9891,0.183576,-349.982469,-349.973679,-349.972735,-350.015368,34.346
gdb_127952,CN=C1NN=NC(C)=C1,3.9358,1.14062,0.89419,0.4105,83.78,-0.2236,-0.0636,0.16,1290.903,0.135929,-414.173315,-414.164675,-414.16373,-414.206681,31.491
gdb_107318,OCC12CC1C=CC2=O,2.75261,1.6402,1.17694,4.1534,74.12,-0.2507,-0.0625,0.1882,1039.6353,0.137121,-421.842765,-421.835101,-421.834157,-421.874843,29.831
gdb_56215,[O-]C(=O)C[NH2+]C1CCC1,3.58067,0.88024,0.82459,5.2852,75.4,-0.2452,0.0216,0.2668,1454.5932,0.171836,-440.302628,-440.293683,-440.292739,-440.337646,32.933
gdb_81914,CC1C(O)C2CC2C1=O,2.19221,1.85218,1.18551,2.694,74.64,-0.2355,-0.0124,0.2231,1069.3526,0.15931,-423.043675,-423.035112,-423.034168,-423.0784,32.723
gdb_91483,CC1CC2CC1(C2)C=O,2.39407,1.59036,1.18779,2.8359,82.63,-0.2434,-0.0216,0.2218,1120.7343,0.183577,-387.096711,-387.088411,-387.087467,-387.129595,32.548
gdb_31602,C(c1[nH]c(c(n1)O)O)O,3.30959,1.10289,0.85235,0.9044,65.7,-0.1794,0.0255,0.205,1276.9838,0.112326,-491.107238,-491.098148,-491.097204,-491.14136,32.551
gdb_28267,C1CNc2c1nc(o2)O,4.77324,1.2668,1.01739,3.2378,67.57,-0.1817,0.037,0.2186,1103.1064,0.115448,-453.958511,-453.951277,-453.950333,-453.990253,27.34
gdb_124336,Cc1cnn(n1)C(=O)C,4.16843,1.14181,0.90633,3.2471,75.24,-0.2722,-0.0534,0.2188,1259.3433,0.123796,-434.107629,-434.098975,-434.098031,-434.14168,30.302
gdb_63636,CC1(C)CC1C1CCC1,3.25091,0.91275,0.85828,0.1108,94.17,-0.251,0.084,0.335,1534.9104,0.22841,-352.343499,-352.333517,-352.332573,-352.378467,38.323
gdb_114811,CCC1CC2OCC12C,2.48693,1.2326,1.09577,1.8691,85.18,-0.2369,0.0757,0.3126,1283.6698,0.205189,-388.266724,-388.257297,-388.256353,-388.301122,35.797
gdb_133226,CN1C=CC(=N)C(F)=N1,3.0911,1.43649,0.98687,4.8597,76.83,-0.2068,-0.0327,0.1741,1126.991,0.113329,-458.099491,-458.091559,-458.090615,-458.133285,28.874
gdb_69659,OC12CC1C1(CCC1)C2,3.81385,1.14739,1.06737,1.1338,82.71,-0.2436,0.0834,0.3271,1215.078,0.18251,-387.046695,-387.038346,-387.037401,-387.079277,33.56
gdb_13064,CC#CC1CNC1=O,4.24496,1.13926,0.96621,3.5048,71.82,-0.2349,0.0296,0.2645,1203.3322,0.11794,-362.659884,-362.651311,-362.650367,-362.695149,28.941
gdb_129414,c1(n[nH]nn1)NC(=N)N,5.10744,1.05384,0.87541,2.2097,67.96,-0.2212,-0.0354,0.1858,1222.4184,0.104177,-462.363155,-462.355438,-462.354493,-462.396058,28.507
gdb_3067,CCCCC1CC1,8.78822,0.9599,0.92286,0.0991,75.32,-0.27,0.0935,0.3635,1327.6142,0.194549,-274.982287,-274.973701,-274.972757,-275.015656,31.089
gdb_84395,CC1C=CC(O)C1C=O,2.23501,1.59896,1.15564,2.8321,76.16,-0.246,-0.018,0.228,1111.6909,0.158301,-423.041916,-423.03293,-423.031986,-423.075669,33.537
gdb_74162,CC1=CC(=[NH2+])O[C-]1C#N,2.77283,1.34117,0.90976,6.2051,80.18,-0.2069,-0.0203,0.1866,1215.5371,0.112999,-416.862318,-416.853766,-416.852822,-416.895499,31.229
gdb_70839,OC12CC3(O)C1COC23,2.50285,1.93339,1.41898,2.3103,67.25,-0.2202,0.0663,0.2865,936.4972,0.135807,-458.912017,-458.904344,-458.9034,-458.943646,30.42
gdb_46664,N=C1OCC2N3CC12C3,3.05177,1.74591,1.34942,1.5795,73.99,-0.236,0.0137,0.2497,954.9348,0.139044,-417.905444,-417.898861,-417.897917,-417.936313,26.969
gdb_74781,CC1=CC2CC1OC2=O,3.14256,1.43603,1.4016,4.4568,72.87,-0.2406,-0.0156,0.225,1008.1168,0.137798,-421.871767,-421.864618,-421.863674,-421.903249,28.333
gdb_56784,OC(C#N)C12CC1OC2,2.95862,1.27997,1.04486,2.4254,68.29,-0.2544,0.0038,0.2582,1131.1069,0.123472,-437.837423,-437.829083,-437.828139,-437.870888,30.623
gdb_1397,CC(CC#N)C#N,6.67352,1.45114,1.24798,0.6891,58.34,-0.3343,0.0003,0.3346,888.8668,0.101478,-303.533559,-303.526088,-303.525144,-303.565337,25.55
gdb_111932,OCC1C=C2CC3C1C23,3.89769,1.21523,1.12406,2.1966,82.5,-0.206,-0.0271,0.1789,1135.8015,0.159597,-385.777796,-385.77013,-385.769185,-385.809932,30.576
gdb_112124,COC1C=CCOC1C,2.21476,1.56264,1.04556,2.0462,81.58,-0.2388,0.01,0.2488,1221.2736,0.181868,-424.220147,-424.210865,-424.209921,-424.254276,34.524
gdb_59799,CC(C)N=C(N)NC=O,4.20374,0.76996,0.71451,0.774,82.84,-0.2254,-0.0085,0.2169,1636.9157,0.169993,-436.516262,-436.505987,-436.505043,-436.551814,37.363
gdb_7717,N=C1COCC(=O)N1,3.46873,1.98349,1.30597,0.8718,61.21,-0.2619,-0.0223,0.2397,874.9417,0.109267,-415.898851,-415.892088,-415.891144,-415.930076,25.192
gdb_54724,CC(=O)C1C2C3CC3N12,2.97046,1.40459,1.37344,1.7514,74.81,-0.2305,-0.0202,0.2103,1034.1189,0.14613,-401.864062,-401.855901,-401.854957,-401.896963,31.192
gdb_119752,CCCC1=CC(=O)NC1,4.97381,0.74045,0.68204,4.7651,83.82,-0.237,-0.02,0.217,1681.1442,0.171306,-403.210087,-403.200631,-403.199687,-403.245451,34.008
gdb_42704,O=C1C2C3CC4C3C2C14,3.17904,1.85858,1.7739,3.2223,74.1,-0.2315,-0.0122,0.2193,846.5461,0.13846,-384.63888,-384.632889,-384.631944,-384.669059,25.58
gdb_47900,C1CNC=CC(=O)NC1,2.43838,1.54822,1.09773,5.5471,79.93,-0.2023,0.0027,0.205,1129.7724,0.162664,-419.245355,-419.237003,-419.236059,-419.27817,32.28
gdb_115485,CCC1OCC(CC)=C1,4.7969,0.79134,0.72724,1.7308,89.94,-0.2241,0.0231,0.2472,1679.0208,0.204837,-388.310217,-388.300063,-388.299119,-388.346095,36.805
gdb_50518,O=CC1CCC11CCO1,2.12418,1.75272,1.1585,2.2009,75.76,-0.2383,-0.0258,0.2125,1105.1669,0.158406,-423.007346,-422.9988,-422.997856,-423.041363,31.369
gdb_1457,NCC(=O)OC=N,9.14031,1.33098,1.1772,1.2698,53.28,-0.2567,-0.0254,0.2313,950.092,0.101077,-377.795528,-377.78772,-377.786776,-377.828332,25.722
gdb_4992,c1cnc(c(n1)O)O,3.35741,2.50878,1.43586,0.8211,60.41,-0.2288,-0.0367,0.1921,781.2638,0.086313,-414.723374,-414.717311,-414.716367,-414.753449,23.475
gdb_11068,OC12CCC(CC1)C2,3.14077,2.18008,1.83726,1.3239,72.72,-0.2512,0.0739,0.3251,831.2889,0.180368,-349.031042,-349.024125,-349.023181,-349.061558,28.863
gdb_12433,C1C=CC=CC(=O)N1,3.6575,2.01562,1.3929,4.0171,70.45,-0.2342,-0.0541,0.1802,860.3562,0.121509,-362.703453,-362.69668,-362.695735,-362.734428,25.891
gdb_4259,CC1=CC(=N)N=CN1,3.99433,1.85033,1.27459,6.3168,73.33,-0.2053,-0.0129,0.1923,920.2499,0.121384,-358.889991,-358.882866,-358.881922,-358.921272,26.74
gdb_121823,CCOCC(C)(C)C=O,2.87185,0.82548,0.75447,1.8656,83.61,-0.2492,-0.0198,0.2294,1650.8327,0.201321,-425.440173,-425.428686,-425.427742,-425.477365,40.3
gdb_19555,OCC12C3CC1CC23,4.18175,1.66499,1.58416,1.6142,71.64,-0.2319,0.0692,0.3011,888.9532,0.154903,-347.744821,-347.737607,-347.736662,-347.776375,27.793
gdb_11896,CC1=NC2(CC2)CO1,4.8163,1.56172,1.32357,1.0291,71.1,-0.2232,0.029,0.2521,962.6687,0.142534,-363.877012,-363.869488,-363.868544,-363.908969,28.109
gdb_10978,CC12OC(C=C1)C2O,2.80986,2.43619,1.98258,1.7314,64.33,-0.2341,0.0042,0.2383,770.6959,0.129472,-383.692325,-383.685075,-383.684131,-383.723281,28.278
gdb_122938,CCOCCC(O)C=O,5.81291,0.52092,0.49764,1.981,78.33,-0.2544,-0.0388,0.2156,2205.6321,0.178915,-461.36539,-461.354523,-461.353579,-461.402786,37.382
gdb_55014,NC(=O)C1NC1C(N)=O,2.66962,1.18029,1.09843,4.5646,66.7,-0.2371,-0.0027,0.2344,1163.1836,0.124833,-471.243313,-471.234375,-471.233431,-471.277536,32.912
gdb_27857,c1c(nc(oc1=O)N)N,2.0839,1.89354,0.99261,5.0096,70.47,-0.2114,-0.0123,0.1991,1100.5742,0.102243,-470.096614,-470.088575,-470.087631,-470.128877,30.657
gdb_34408,N#CC12CCCC1CN2,2.6034,1.51702,1.27327,5.1617,78.7,-0.2417,0.0244,0.2661,1066.3034,0.162186,-382.080789,-382.07301,-382.072066,-382.113005,30.552
gdb_40185,C1NC11CCC2CN2C1,3.23398,1.42178,1.19985,1.3486,81.84,-0.2193,0.0753,0.2945,1104.2999,0.185833,-383.224988,-383.217342,-383.216398,-383.256902,31.242
gdb_85221,CN1CC(=O)C1CC=O,2.40381,1.15174,0.82838,3.1736,75.1,-0.2405,-0.0384,0.2021,1357.4665,0.144421,-439.080032,-439.070522,-439.069578,-439.116004,33.033
gdb_35359,N#CC1CC2=NCCN12,3.09105,1.46325,1.2106,2.8546,74.12,-0.2421,0.001,0.2432,1034.235,0.126887,-396.923395,-396.91606,-396.915116,-396.955473,27.62
gdb_101220,COC(C)C1CC(=O)O1,3.6755,0.91599,0.79716,3.9931,72.57,-0.2686,0.0109,0.2795,1448.913,0.157083,-460.184145,-460.174577,-460.173633,-460.219345,33.968
gdb_39551,C1C=CC2C3C1N=CN23,2.73956,2.22408,1.72527,2.0313,75.26,-0.233,-0.0086,0.2243,841.7891,0.140249,-380.865148,-380.859001,-380.858057,-380.895286,25.871
gdb_22959,CCCC1NCC1=NO,3.41362,0.77388,0.66351,1.0886,84.18,-0.2288,0.0043,0.2332,1732.0722,0.181375,-420.344976,-420.334943,-420.333999,-420.380633,36.33
gdb_79674,OC1C2N3CC3C12C#N,2.74471,1.5408,1.20625,4.3281,71.01,-0.2475,-0.0042,0.2433,1018.9333,0.11245,-416.716067,-416.708456,-416.707512,-416.748006,29.204
gdb_104484,COC1(C=O)C2CC1N2,2.13259,1.92605,1.21272,2.606,72.62,-0.2298,-0.0457,0.1841,1049.9412,0.146576,-439.000047,-438.991625,-438.990681,-439.033279,31.304
gdb_40084,C1NC11CC2CCC=C12,3.80613,1.25064,1.05475,1.4271,87.49,-0.2214,0.0068,0.2282,1187.3721,0.173006,-365.967045,-365.959409,-365.958464,-365.999072,30.737
gdb_64447,CC1(C(=O)NCCN1)C,2.2021,1.6934,1.23793,3.604,79.19,-0.2259,0.0345,0.2604,1112.0329,0.184178,-420.450148,-420.441084,-420.440139,-420.483463,35.215
gdb_80425,CC1C2CC(C)(C2)C1O,2.44389,1.67498,1.25019,1.2021,85.0,-0.2561,0.0699,0.3261,1119.6212,0.206434,-388.291104,-388.282145,-388.281201,-388.323813,36.07
gdb_70624,CC12OC1COC21CC1,2.39215,1.91011,1.32466,2.3081,75.17,-0.2331,0.0821,0.3151,1017.1151,0.158547,-422.999995,-422.991941,-422.990997,-423.03221,31.799
gdb_103535,OCC1(O)C=CCC1=O,2.54769,1.44931,1.16531,2.813,69.82,-0.239,-0.0284,0.2106,1093.4213,0.134424,-458.977459,-458.968616,-458.967671,-459.011209,32.832
gdb_132279,CC1=NC(=N)NC(F)=N1,2.01058,1.90411,0.98386,1.1709,68.55,-0.242,-0.0478,0.1942,1108.7202,0.10191,-474.213565,-474.205963,-474.205019,-474.246,28.016
gdb_97156,CN=C1CC2CC2CO1,3.35878,1.26402,1.09505,2.9405,81.48,-0.2395,0.0312,0.2707,1186.2636,0.172213,-403.152246,-403.143761,-403.142816,-403.185783,32.034
gdb_109779,CC1C(CO)N1C1CC1,1.90146,1.42485,0.94956,2.5756,83.97,-0.2171,0.0707,0.2878,1333.382,0.192601,-404.29078,-404.2807,-404.279756,-404.32654,37.013
gdb_74044,CC1=C2CCOC2OC1,2.64798,1.6533,1.12233,3.3303,78.48,-0.2422,0.0066,0.2488,1108.1977,0.160433,-423.035982,-423.027872,-423.026928,-423.068884,30.398
gdb_40162,C1CC12CC3(CC3)OC2,3.84105,1.14845,1.06184,1.3196,82.73,-0.2323,0.0849,0.3172,1229.2099,0.18314,-387.066383,-387.058186,-387.057242,-387.099963,32.625
gdb_95067,CC1COC2CC(C2)C1,2.70516,1.48518,1.18125,1.3142,84.67,-0.2359,0.0798,0.3157,1157.9968,0.208366,-388.286834,-388.278737,-388.277793,-388.318853,33.406
gdb_132944,Cc1c[nH]cc(c1=O)F,2.37599,1.74279,1.01156,6.7422,72.34,-0.2151,-0.0186,0.1965,1092.2333,0.112988,-461.969004,-461.961111,-461.960167,-462.001371,29.693
gdb_107601,OCC12CC1COC2=N,2.70562,1.59133,1.15299,3.8144,73.14,-0.2537,0.0163,0.27,1071.1952,0.149618,-439.093327,-439.08548,-439.084536,-439.125643,30.438
gdb_17136,OC1CC(C1)C1CC1,5.90608,1.05818,0.98556,1.4427,75.18,-0.2536,0.0802,0.3338,1224.8209,0.177189,-348.976747,-348.968535,-348.967591,-349.009665,31.338
gdb_62207,OC(COCC#C)C#C,2.20882,1.00654,0.96913,0.5906,75.3,-0.2513,0.0202,0.2715,1347.7618,0.131372,-421.726946,-421.716586,-421.715642,-421.76419,36.498
gdb_101231,CCC(C)C1CC(C)C1,3.32141,0.77758,0.68751,0.1325,97.01,-0.2761,0.0861,0.3622,1813.5706,0.251014,-353.56528,-353.554287,-353.553343,-353.601574,41.243
gdb_115023,CCC1NC=NC1C#N,2.11266,1.57025,0.9888,5.6367,76.48,-0.2427,0.0056,0.2483,1199.9481,0.149028,-398.155766,-398.147061,-398.146117,-398.189583,31.852
gdb_109640,COC1C(O)C1(N)C#N,2.1953,1.31976,1.06526,5.6182,70.29,-0.2506,0.0146,0.2652,1189.8357,0.134092,-455.110125,-455.100298,-455.099354,-455.144815,35.022
gdb_109545,CCC1C(C)C(=O)C1C,2.00135,1.41899,0.95764,2.712,85.95,-0.2319,-0.0113,0.2205,1340.6479,0.203774,-388.313415,-388.302967,-388.302022,-388.348722,38.389
gdb_49054,O=CC12NCC1OC2=O,2.14922,1.81984,1.32791,4.2855,62.29,-0.252,-0.0612,0.1907,972.6734,0.100133,-473.807517,-473.799789,-473.798845,-473.840641,27.498
